x,y,xerr,yerr
0.100125,0.0,0.0001250000000000001,0.027777777777777755
0.100375,0.0,0.0001250000000000001,0.027777777777777755
0.100625,0.0,0.0001250000000000001,0.027777777777777755
0.100875,0.0,0.0001250000000000001,0.027777777777777755
0.101125,0.0,0.0001250000000000001,0.027777777777777755
0.101375,0.0,0.0001250000000000001,0.027777777777777755
0.10162500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10187500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10212500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10237500000000001,0.027777777777777755,0.0001250000000000001,0.027777777777777755
0.10262500000000001,0.027777777777777755,0.0001250000000000001,0.027777777777777755
0.10287500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10312500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10337500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10362500000000001,0.027777777777777755,0.0001250000000000001,0.027777777777777755
0.10387500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10412500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10437500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10462500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10487500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10512500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10537500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10562500000000001,0.027777777777777755,0.0001250000000000001,0.027777777777777755
0.10587500000000001,0.027777777777777755,0.0001250000000000001,0.027777777777777755
0.10612500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10637500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10662500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10687500000000001,0.05555555555555551,0.0001250000000000001,0.03928371006591927
0.10712500000000001,0.027777777777777755,0.0001250000000000001,0.027777777777777755
0.10737500000000001,0.08333333333333326,0.0001250000000000001,0.048112522432468774
0.10762500000000001,0.027777777777777755,0.0001250000000000001,0.027777777777777755
0.10787500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10812500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10837500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10862500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10887500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.10912500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.109375,0.0,0.0001250000000000001,0.027777777777777755
0.109625,0.0,0.0001250000000000001,0.027777777777777755
0.109875,0.0,0.0001250000000000001,0.027777777777777755
0.110125,0.0,0.0001250000000000001,0.027777777777777755
0.110375,0.0,0.0001250000000000001,0.027777777777777755
0.110625,0.0,0.0001250000000000001,0.027777777777777755
0.110875,0.0,0.0001250000000000001,0.027777777777777755
0.111125,0.0,0.0001250000000000001,0.027777777777777755
0.111375,0.0,0.0001250000000000001,0.027777777777777755
0.111625,0.0,0.0001250000000000001,0.027777777777777755
0.111875,0.0,0.0001250000000000001,0.027777777777777755
0.112125,0.0,0.0001250000000000001,0.027777777777777755
0.112375,0.0,0.0001250000000000001,0.027777777777777755
0.112625,0.027777777777777755,0.0001250000000000001,0.027777777777777755
0.112875,0.0,0.0001250000000000001,0.027777777777777755
0.113125,0.0,0.0001250000000000001,0.027777777777777755
0.113375,0.0,0.0001250000000000001,0.027777777777777755
0.113625,0.0,0.0001250000000000001,0.027777777777777755
0.113875,0.0,0.0001250000000000001,0.027777777777777755
0.114125,0.0,0.0001250000000000001,0.027777777777777755
0.114375,0.0,0.0001250000000000001,0.027777777777777755
0.114625,0.0,0.0001250000000000001,0.027777777777777755
0.114875,0.0,0.0001250000000000001,0.027777777777777755
0.115125,0.0,0.0001250000000000001,0.027777777777777755
0.115375,0.0,0.0001250000000000001,0.027777777777777755
0.115625,0.0,0.0001250000000000001,0.027777777777777755
0.115875,0.0,0.0001250000000000001,0.027777777777777755
0.116125,0.0,0.0001250000000000001,0.027777777777777755
0.116375,0.0,0.0001250000000000001,0.027777777777777755
0.116625,0.0,0.0001250000000000001,0.027777777777777755
0.116875,0.0,0.0001250000000000001,0.027777777777777755
0.117125,0.0,0.0001250000000000001,0.027777777777777755
0.11737500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.11762500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.11787500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.11812500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.11837500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.11862500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.11887500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.11912500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.11937500000000001,0.027777777777777755,0.0001250000000000001,0.027777777777777755
0.11962500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.11987500000000001,0.0,0.0001250000000000001,0.027777777777777755
0.12012500000000001,0.0,0.0001250000000000001,0.027777777777777755
